[
LINE:	1	VALUE:	class		TOKEN:	T_RESERVE_WORD_CLASS, 
LINE:	8	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	8	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	9	VALUE:	float		TOKEN:	T_RESERVE_WORD_FLOAT, 
LINE:	9	VALUE:	b		TOKEN:	T_IDENTIFIER, 
LINE:	9	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	10	VALUE:	int		TOKEN:	T_RESERVE_WORD_INT, 
LINE:	10	VALUE:	c		TOKEN:	T_IDENTIFIER, 
LINE:	10	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	10	VALUE:	10		TOKEN:	T_INTEGER, 
LINE:	10	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	10	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	11	VALUE:	float		TOKEN:	T_RESERVE_WORD_FLOAT, 
LINE:	11	VALUE:	d		TOKEN:	T_IDENTIFIER, 
LINE:	11	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	11	VALUE:	20		TOKEN:	T_INTEGER, 
LINE:	11	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	11	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	12	VALUE:	Utility		TOKEN:	T_IDENTIFIER, 
LINE:	12	VALUE:	utility		TOKEN:	T_IDENTIFIER, 
LINE:	12	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	13	VALUE:	get		TOKEN:	T_RESERVE_WORD_GET, 
LINE:	13	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	13	VALUE:	value		TOKEN:	T_IDENTIFIER, 
LINE:	13	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	13	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	14	VALUE:	get		TOKEN:	T_RESERVE_WORD_GET, 
LINE:	14	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	14	VALUE:	id		TOKEN:	T_IDENTIFIER, 
LINE:	14	VALUE:	.		TOKEN:	T_DEL_DOT, 
LINE:	14	VALUE:	id		TOKEN:	T_IDENTIFIER, 
LINE:	14	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	14	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	15	VALUE:	maxValue		TOKEN:	T_IDENTIFIER, 
LINE:	15	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	15	VALUE:	10		TOKEN:	T_INTEGER, 
LINE:	15	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	16	VALUE:	maxValue		TOKEN:	T_IDENTIFIER, 
LINE:	16	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	16	VALUE:	minValue		TOKEN:	T_IDENTIFIER, 
LINE:	16	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	17	VALUE:	maxValue		TOKEN:	T_IDENTIFIER, 
LINE:	17	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	17	VALUE:	minValue		TOKEN:	T_IDENTIFIER, 
LINE:	17	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	17	VALUE:	100		TOKEN:	T_INTEGER, 
LINE:	17	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	17	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	18	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	18	VALUE:	.		TOKEN:	T_DEL_DOT, 
LINE:	18	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	18	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	18	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	18	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	19	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	19	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	19	VALUE:	10		TOKEN:	T_INTEGER, 
LINE:	19	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	19	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	19	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	19	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	20	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	20	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	20	VALUE:	10		TOKEN:	T_INTEGER, 
LINE:	20	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	20	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	20	VALUE:	20		TOKEN:	T_INTEGER, 
LINE:	20	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	20	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	20	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	20	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	21	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	21	VALUE:	.		TOKEN:	T_DEL_DOT, 
LINE:	21	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	21	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	21	VALUE:	10		TOKEN:	T_INTEGER, 
LINE:	21	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	21	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	21	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	21	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	22	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	22	VALUE:	.		TOKEN:	T_DEL_DOT, 
LINE:	22	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	22	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	22	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	22	VALUE:	.		TOKEN:	T_DEL_DOT, 
LINE:	22	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	22	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	23	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	23	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	23	VALUE:	10		TOKEN:	T_INTEGER, 
LINE:	23	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	23	VALUE:	.		TOKEN:	T_DEL_DOT, 
LINE:	23	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	23	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	23	VALUE:	11		TOKEN:	T_INTEGER, 
LINE:	23	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	23	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	23	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	23	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	23	VALUE:	10		TOKEN:	T_INTEGER, 
LINE:	23	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	23	VALUE:	.		TOKEN:	T_DEL_DOT, 
LINE:	23	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	23	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	23	VALUE:	11		TOKEN:	T_INTEGER, 
LINE:	23	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	23	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	24	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	24	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	24	VALUE:	10		TOKEN:	T_INTEGER, 
LINE:	24	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	24	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	24	VALUE:	12		TOKEN:	T_INTEGER, 
LINE:	24	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	24	VALUE:	.		TOKEN:	T_DEL_DOT, 
LINE:	24	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	24	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	24	VALUE:	11		TOKEN:	T_INTEGER, 
LINE:	24	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	24	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	24	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	24	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	24	VALUE:	10		TOKEN:	T_INTEGER, 
LINE:	24	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	24	VALUE:	.		TOKEN:	T_DEL_DOT, 
LINE:	24	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	24	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	24	VALUE:	11		TOKEN:	T_INTEGER, 
LINE:	24	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	24	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	24	VALUE:	11		TOKEN:	T_INTEGER, 
LINE:	24	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	24	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	25	VALUE:	left		TOKEN:	T_IDENTIFIER, 
LINE:	25	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	25	VALUE:	not		TOKEN:	T_LOGICAL_NOT, 
LINE:	25	VALUE:	right		TOKEN:	T_IDENTIFIER, 
LINE:	25	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	26	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	26	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	26	VALUE:	+		TOKEN:	T_OP_ADD, 
LINE:	26	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	26	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	27	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	27	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	27	VALUE:	-		TOKEN:	T_OP_SUB, 
LINE:	27	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	27	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	27	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	27	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	27	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	27	VALUE:	.		TOKEN:	T_DEL_DOT, 
LINE:	27	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	27	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	27	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	27	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	28	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	28	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	28	VALUE:	+		TOKEN:	T_OP_ADD, 
LINE:	28	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	28	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	29	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	29	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	29	VALUE:	+		TOKEN:	T_OP_ADD, 
LINE:	29	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	29	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	29	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	29	VALUE:	.		TOKEN:	T_DEL_DOT, 
LINE:	29	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	29	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	29	VALUE:	10		TOKEN:	T_INTEGER, 
LINE:	29	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	29	VALUE:	.		TOKEN:	T_DEL_DOT, 
LINE:	29	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	29	VALUE:	.		TOKEN:	T_DEL_DOT, 
LINE:	29	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	29	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	29	VALUE:	10		TOKEN:	T_INTEGER, 
LINE:	29	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	29	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	29	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	30	VALUE:	if		TOKEN:	T_RESERVE_WORD_IF, 
LINE:	30	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	30	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	30	VALUE:	>		TOKEN:	T_OP_REL_GREATERTHAN, 
LINE:	30	VALUE:	maxValue		TOKEN:	T_IDENTIFIER, 
LINE:	30	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	30	VALUE:	aa		TOKEN:	T_IDENTIFIER, 
LINE:	30	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	30	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	30	VALUE:	then		TOKEN:	T_RESERVE_WORD_THEN, 
LINE:	30	VALUE:	{		TOKEN:	T_DEL_C_LPAREN, 
LINE:	31	VALUE:	maxValue		TOKEN:	T_IDENTIFIER, 
LINE:	31	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	31	VALUE:	array		TOKEN:	T_IDENTIFIER, 
LINE:	31	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	31	VALUE:	idx		TOKEN:	T_IDENTIFIER, 
LINE:	31	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	31	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	32	VALUE:	}		TOKEN:	T_DEL_C_RPAREN, 
LINE:	32	VALUE:	else		TOKEN:	T_RESERVE_WORD_ELSE, 
LINE:	32	VALUE:	{		TOKEN:	T_DEL_C_LPAREN, 
LINE:	33	VALUE:	}		TOKEN:	T_DEL_C_RPAREN, 
LINE:	33	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	34	VALUE:	for		TOKEN:	T_RESERVE_WORD_FOR, 
LINE:	34	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	34	VALUE:	int		TOKEN:	T_RESERVE_WORD_INT, 
LINE:	34	VALUE:	idx1		TOKEN:	T_IDENTIFIER, 
LINE:	34	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	34	VALUE:	1		TOKEN:	T_INTEGER, 
LINE:	34	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	34	VALUE:	idx2		TOKEN:	T_IDENTIFIER, 
LINE:	34	VALUE:	<=		TOKEN:	T_OP_REL_LESSTHAN_EQUAL, 
LINE:	34	VALUE:	99		TOKEN:	T_INTEGER, 
LINE:	34	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	34	VALUE:	idx3		TOKEN:	T_IDENTIFIER, 
LINE:	34	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	34	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	34	VALUE:	idx		TOKEN:	T_IDENTIFIER, 
LINE:	34	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	34	VALUE:	+		TOKEN:	T_OP_ADD, 
LINE:	34	VALUE:	1		TOKEN:	T_INTEGER, 
LINE:	34	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	34	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	35	VALUE:	for		TOKEN:	T_RESERVE_WORD_FOR, 
LINE:	35	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	35	VALUE:	int		TOKEN:	T_RESERVE_WORD_INT, 
LINE:	35	VALUE:	idx1		TOKEN:	T_IDENTIFIER, 
LINE:	35	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	35	VALUE:	1		TOKEN:	T_INTEGER, 
LINE:	35	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	35	VALUE:	idx2		TOKEN:	T_IDENTIFIER, 
LINE:	35	VALUE:	<=		TOKEN:	T_OP_REL_LESSTHAN_EQUAL, 
LINE:	35	VALUE:	99		TOKEN:	T_INTEGER, 
LINE:	35	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	35	VALUE:	idx3		TOKEN:	T_IDENTIFIER, 
LINE:	35	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	35	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	35	VALUE:	idx		TOKEN:	T_IDENTIFIER, 
LINE:	35	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	35	VALUE:	+		TOKEN:	T_OP_ADD, 
LINE:	35	VALUE:	1		TOKEN:	T_INTEGER, 
LINE:	35	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	36	VALUE:	{		TOKEN:	T_DEL_C_LPAREN, 
LINE:	37	VALUE:	a		TOKEN:	T_IDENTIFIER, 
LINE:	37	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	37	VALUE:	1		TOKEN:	T_INTEGER, 
LINE:	37	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	37	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	37	VALUE:	b		TOKEN:	T_IDENTIFIER, 
LINE:	37	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	37	VALUE:	1		TOKEN:	T_INTEGER, 
LINE:	37	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	37	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	38	VALUE:	if		TOKEN:	T_RESERVE_WORD_IF, 
LINE:	38	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	38	VALUE:	array		TOKEN:	T_IDENTIFIER, 
LINE:	38	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	38	VALUE:	idx		TOKEN:	T_IDENTIFIER, 
LINE:	38	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	38	VALUE:	<		TOKEN:	T_OP_REL_LESSTHAN, 
LINE:	38	VALUE:	maxValue		TOKEN:	T_IDENTIFIER, 
LINE:	38	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	38	VALUE:	then		TOKEN:	T_RESERVE_WORD_THEN, 
LINE:	38	VALUE:	{		TOKEN:	T_DEL_C_LPAREN, 
LINE:	39	VALUE:	maxValue		TOKEN:	T_IDENTIFIER, 
LINE:	39	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL, 
LINE:	39	VALUE:	array		TOKEN:	T_IDENTIFIER, 
LINE:	39	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	39	VALUE:	idx		TOKEN:	T_IDENTIFIER, 
LINE:	39	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	39	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	40	VALUE:	}		TOKEN:	T_DEL_C_RPAREN, 
LINE:	40	VALUE:	else		TOKEN:	T_RESERVE_WORD_ELSE, 
LINE:	40	VALUE:	{		TOKEN:	T_DEL_C_LPAREN, 
LINE:	41	VALUE:	}		TOKEN:	T_DEL_C_RPAREN, 
LINE:	41	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	42	VALUE:	return		TOKEN:	T_RESERVE_WORD_RETURN, 
LINE:	42	VALUE:	(		TOKEN:	T_DEL_R_LPAREN, 
LINE:	42	VALUE:	minValue		TOKEN:	T_IDENTIFIER, 
LINE:	42	VALUE:	)		TOKEN:	T_DEL_R_RPAREN, 
LINE:	42	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	43	VALUE:	}		TOKEN:	T_DEL_C_RPAREN, 
LINE:	43	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	44	VALUE:	}		TOKEN:	T_DEL_C_RPAREN, 
LINE:	44	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	45	VALUE:	}		TOKEN:	T_DEL_C_RPAREN, 
LINE:	45	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	47	VALUE:	program		TOKEN:	T_IDENTIFIER, 
LINE:	47	VALUE:	{		TOKEN:	T_DEL_C_LPAREN, 
LINE:	48	VALUE:	int		TOKEN:	T_RESERVE_WORD_INT, 
LINE:	48	VALUE:	var1		TOKEN:	T_IDENTIFIER, 
LINE:	48	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	49	VALUE:	float		TOKEN:	T_RESERVE_WORD_FLOAT, 
LINE:	49	VALUE:	var2		TOKEN:	T_IDENTIFIER, 
LINE:	49	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	50	VALUE:	int		TOKEN:	T_RESERVE_WORD_INT, 
LINE:	50	VALUE:	var3		TOKEN:	T_IDENTIFIER, 
LINE:	50	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	50	VALUE:	10		TOKEN:	T_INTEGER, 
LINE:	50	VALUE:	]		TOKEN:	T_DEL_S_RPAREN, 
LINE:	50	VALUE:	;		TOKEN:	T_DEL_SEMICOLON, 
LINE:	51	VALUE:	float		TOKEN:	T_RESERVE_WORD_FLOAT, 
LINE:	51	VALUE:	var4		TOKEN:	T_IDENTIFIER, 
LINE:	51	VALUE:	[		TOKEN:	T_DEL_S_LPAREN, 
LINE:	51	VALUE:	2		TOKEN:	T_INTEGER, 
