[INFO][LEXER]LINE:	1	VALUE:	class		TOKEN:	T_RESERVE_WORD_CLASS
[INFO][LEXER]LINE:	7	VALUE:	f1		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	7	VALUE:	,		TOKEN:	T_DEL_COMMA
[INFO][LEXER]LINE:	7	VALUE:	float		TOKEN:	T_RESERVE_WORD_FLOAT
[INFO][LEXER]LINE:	7	VALUE:	f2		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	7	VALUE:	,		TOKEN:	T_DEL_COMMA
[INFO][LEXER]LINE:	7	VALUE:	int		TOKEN:	T_RESERVE_WORD_INT
[INFO][LEXER]LINE:	7	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	7	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	7	VALUE:	1		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	7	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	7	VALUE:	,		TOKEN:	T_DEL_COMMA
[INFO][LEXER]LINE:	7	VALUE:	float		TOKEN:	T_RESERVE_WORD_FLOAT
[INFO][LEXER]LINE:	7	VALUE:	b		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	7	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	7	VALUE:	2		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	7	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	7	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	7	VALUE:	2		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	7	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	7	VALUE:	,		TOKEN:	T_DEL_COMMA
[INFO][LEXER]LINE:	7	VALUE:	Foo		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	7	VALUE:	foo		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	7	VALUE:	,		TOKEN:	T_DEL_COMMA
[INFO][LEXER]LINE:	7	VALUE:	Foo		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	7	VALUE:	foo		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	7	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	7	VALUE:	1		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	7	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	7	VALUE:	)		TOKEN:	T_DEL_R_RPAREN
[INFO][LEXER]LINE:	7	VALUE:	{		TOKEN:	T_DEL_C_LPAREN
[INFO][LEXER]LINE:	8	VALUE:	int		TOKEN:	T_RESERVE_WORD_INT
[INFO][LEXER]LINE:	8	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	8	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	9	VALUE:	float		TOKEN:	T_RESERVE_WORD_FLOAT
[INFO][LEXER]LINE:	9	VALUE:	b		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	9	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	10	VALUE:	int		TOKEN:	T_RESERVE_WORD_INT
[INFO][LEXER]LINE:	10	VALUE:	c		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	10	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	10	VALUE:	10		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	10	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	10	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	11	VALUE:	float		TOKEN:	T_RESERVE_WORD_FLOAT
[INFO][LEXER]LINE:	11	VALUE:	d		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	11	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	11	VALUE:	20		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	11	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	11	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	12	VALUE:	Utility		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	12	VALUE:	utility		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	12	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	13	VALUE:	get		TOKEN:	T_RESERVE_WORD_GET
[INFO][LEXER]LINE:	13	VALUE:	(		TOKEN:	T_DEL_R_LPAREN
[INFO][LEXER]LINE:	13	VALUE:	value		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	13	VALUE:	)		TOKEN:	T_DEL_R_RPAREN
[INFO][LEXER]LINE:	13	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	14	VALUE:	get		TOKEN:	T_RESERVE_WORD_GET
[INFO][LEXER]LINE:	14	VALUE:	(		TOKEN:	T_DEL_R_LPAREN
[INFO][LEXER]LINE:	14	VALUE:	val		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	14	VALUE:	.		TOKEN:	T_DEL_DOT
[INFO][LEXER]LINE:	14	VALUE:	val		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	14	VALUE:	)		TOKEN:	T_DEL_R_RPAREN
[INFO][LEXER]LINE:	14	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	15	VALUE:	maxValue		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	15	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	15	VALUE:	10		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	15	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	16	VALUE:	maxValue		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	16	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	16	VALUE:	minValue		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	16	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	17	VALUE:	maxValue		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	17	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	17	VALUE:	minValue		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	17	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	17	VALUE:	100		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	17	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	17	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	18	VALUE:	maxValue		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	18	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	18	VALUE:	10		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	18	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	19	VALUE:	maxValue		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	19	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	19	VALUE:	minValue		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	19	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	20	VALUE:	maxValue		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	20	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	20	VALUE:	minValue		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	20	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	20	VALUE:	100		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	20	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	20	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	21	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	21	VALUE:	.		TOKEN:	T_DEL_DOT
[INFO][LEXER]LINE:	21	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	21	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	21	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	21	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	22	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	22	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	22	VALUE:	10		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	22	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	22	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	22	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	22	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	23	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	23	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	23	VALUE:	10		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	23	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	23	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	23	VALUE:	20		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	23	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	23	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	23	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	23	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	24	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	24	VALUE:	.		TOKEN:	T_DEL_DOT
[INFO][LEXER]LINE:	24	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	24	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	24	VALUE:	10		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	24	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	24	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	24	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	24	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	25	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	25	VALUE:	.		TOKEN:	T_DEL_DOT
[INFO][LEXER]LINE:	25	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	25	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	25	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	25	VALUE:	.		TOKEN:	T_DEL_DOT
[INFO][LEXER]LINE:	25	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	25	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	26	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	26	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	26	VALUE:	10		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	26	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	26	VALUE:	.		TOKEN:	T_DEL_DOT
[INFO][LEXER]LINE:	26	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	26	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	26	VALUE:	11		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	26	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	26	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	26	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	26	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	26	VALUE:	10		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	26	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	26	VALUE:	.		TOKEN:	T_DEL_DOT
[INFO][LEXER]LINE:	26	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	26	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	26	VALUE:	11		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	26	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	26	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	27	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	27	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	27	VALUE:	10		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	27	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	27	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	27	VALUE:	12		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	27	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	27	VALUE:	.		TOKEN:	T_DEL_DOT
[INFO][LEXER]LINE:	27	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	27	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	27	VALUE:	11		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	27	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	27	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	27	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	27	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	27	VALUE:	10		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	27	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	27	VALUE:	.		TOKEN:	T_DEL_DOT
[INFO][LEXER]LINE:	27	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	27	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	27	VALUE:	11		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	27	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	27	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	27	VALUE:	11		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	27	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	27	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	28	VALUE:	left		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	28	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	28	VALUE:	not		TOKEN:	T_LOGICAL_NOT
[INFO][LEXER]LINE:	28	VALUE:	right		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	28	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	29	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	29	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	29	VALUE:	-		TOKEN:	T_OP_SUB
[INFO][LEXER]LINE:	29	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	29	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	30	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	30	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	30	VALUE:	-		TOKEN:	T_OP_SUB
[INFO][LEXER]LINE:	30	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	30	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	30	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	30	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	30	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	30	VALUE:	.		TOKEN:	T_DEL_DOT
[INFO][LEXER]LINE:	30	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	30	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	30	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	30	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	31	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	31	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	31	VALUE:	+		TOKEN:	T_OP_ADD
[INFO][LEXER]LINE:	31	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	31	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	32	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	32	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	32	VALUE:	+		TOKEN:	T_OP_ADD
[INFO][LEXER]LINE:	32	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	32	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	32	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	32	VALUE:	.		TOKEN:	T_DEL_DOT
[INFO][LEXER]LINE:	32	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	32	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	32	VALUE:	10		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	32	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	32	VALUE:	.		TOKEN:	T_DEL_DOT
[INFO][LEXER]LINE:	32	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	32	VALUE:	.		TOKEN:	T_DEL_DOT
[INFO][LEXER]LINE:	32	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	32	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	32	VALUE:	10		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	32	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	32	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	32	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	33	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	33	VALUE:	.		TOKEN:	T_DEL_DOT
[INFO][LEXER]LINE:	33	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	33	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	33	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	33	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	34	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	34	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	34	VALUE:	10		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	34	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	34	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	34	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	34	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	35	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	35	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	35	VALUE:	10		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	35	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	35	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	35	VALUE:	20		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	35	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	35	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	35	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	35	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	36	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	36	VALUE:	.		TOKEN:	T_DEL_DOT
[INFO][LEXER]LINE:	36	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	36	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	36	VALUE:	10		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	36	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	36	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	36	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	36	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	37	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	37	VALUE:	.		TOKEN:	T_DEL_DOT
[INFO][LEXER]LINE:	37	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	37	VALUE:	=		TOKEN:	T_OP_ASSIGN_EQUAL
[INFO][LEXER]LINE:	37	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	37	VALUE:	.		TOKEN:	T_DEL_DOT
[INFO][LEXER]LINE:	37	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	37	VALUE:	;		TOKEN:	T_DEL_SEMICOLON
[INFO][LEXER]LINE:	38	VALUE:	a		TOKEN:	T_IDENTIFIER
[INFO][LEXER]LINE:	38	VALUE:	[		TOKEN:	T_DEL_S_LPAREN
[INFO][LEXER]LINE:	38	VALUE:	10		TOKEN:	T_INTEGER
[INFO][LEXER]LINE:	38	VALUE:	]		TOKEN:	T_DEL_S_RPAREN
[INFO][LEXER]LINE:	38	VALUE:	.		TOKEN:	T_DEL_DOT
